"user_id","item_id","relevant"
3503,1,0
3512,1,0
3514,1,0
3547,1,0
3574,1,0
3577,1,0
3581,1,0
3585,1,0
3598,1,0
3604,1,0
3626,1,0
3641,1,0
3644,1,0
3675,1,0
3680,1,0
3704,1,0
3706,1,0
3746,1,0
3777,1,0
3784,1,0
3817,1,0
3828,1,0
3833,1,0
3835,1,0
3924,1,0
3930,1,0
3932,1,0
3939,1,0
3947,1,0
3984,1,0
3999,1,0
4044,1,0
4052,1,0
4118,1,0
4152,1,0
4171,1,0
4179,1,0
4212,1,0
4227,1,0
4236,1,0
4266,1,0
4328,1,0
4346,1,0
4389,1,0
4393,1,0
4399,1,0
4404,1,0
4406,1,0
4424,1,0
4428,1,0
4444,1,0
4447,1,0
4457,1,0
4464,1,0
4483,1,0
4503,1,0
4522,1,0
4534,1,0
4539,1,0
4542,1,0
4554,1,0
4595,1,0
4665,1,0
4673,1,0
4703,1,0
4718,1,0
4747,1,0
4755,1,0
4782,1,0
4786,1,0
4795,1,0
4831,1,0
4901,1,0
4919,1,0
4932,1,0
4955,1,0
4966,1,0
4985,1,0
4991,1,0
5004,1,0
5020,1,0
5044,1,0
5049,1,0
5052,1,0
5085,1,0
5111,1,0
5141,1,0
5232,1,0
5275,1,0
5311,1,0
5327,1,0
5357,1,0
5372,1,0
5380,1,0
5391,1,0
5405,1,0
5416,1,0
5441,1,0
5457,1,0
5477,1,0
5480,1,0
5543,1,0
5555,1,0
5560,1,0
5569,1,0
5584,1,0
5604,1,0
5608,1,0
5615,1,0
5622,1,0
5646,1,0
5647,1,0
5679,1,0
5698,1,0
5703,1,0
5715,1,0
5747,1,0
5756,1,0
5759,1,0
5762,1,0
5765,1,0
5766,1,0
5794,1,0
5810,1,0
5817,1,0
5827,1,0
5835,1,0
5853,1,0
5857,1,0
5904,1,0
5927,1,0
5944,1,0
5947,1,0
5956,1,0
5969,1,0
5973,1,0
6005,1,0
6008,1,0
6075,1,0
6079,1,0
6108,1,0
6123,1,0
6149,1,0
6153,1,0
6158,1,0
6162,1,0
6173,1,0
6184,1,0
6205,1,0
6249,1,0
6302,1,0
6317,1,0
6327,1,0
6332,1,0
6333,1,0
6338,1,0
6347,1,0
6348,1,0
6379,1,0
6450,1,0
6456,1,0
6499,1,0
6504,1,0
6506,1,0
6526,1,0
6561,1,0
6563,1,0
6626,1,0
6637,1,0
6659,1,0
6694,1,0
6699,1,0
6725,1,0
6732,1,0
6750,1,0
6761,1,0
6812,1,0
6816,1,0
6823,1,0
6842,1,0
6851,1,0
6852,1,0
6856,1,0
6891,1,0
6918,1,0
6923,1,0
6941,1,0
6949,1,0
6986,1,0
7005,1,0
7010,1,0
7026,1,0
7042,1,0
7051,1,0
7060,1,0
7120,1,0
7121,1,0
7125,1,0
7150,1,0
7161,1,0
7169,1,0
7174,1,0
7176,1,0
7185,1,0
7192,1,0
7226,1,0
7241,1,0
7242,1,0
7246,1,0
7283,1,0
7297,1,0
7301,1,0
7303,1,0
7306,1,0
7318,1,0
7321,1,0
7334,1,0
7338,1,0
7341,1,0
7342,1,0
7426,1,0
7436,1,0
7460,1,0
7501,1,0
7549,1,0
7581,1,0
7595,1,0
7606,1,0
7613,1,0
7671,1,0
7672,1,0
7699,1,0
7701,1,0
7713,1,0
7746,1,0
7827,1,0
7857,1,0
7901,1,0
7921,1,0
7925,1,0
7941,1,0
7984,1,0
8005,1,0
8059,1,0
8081,1,0
8096,1,0
8123,1,0
8135,1,0
8173,1,0
8228,1,0
8361,1,0
8419,1,0
8420,1,0
8423,1,0
8450,1,0
8461,1,0
8509,1,0
8531,1,0
8553,1,0
8588,1,0
8591,1,0
8594,1,0
8602,1,0
8607,1,0
8612,1,0
8647,1,0
8649,1,0
8681,1,0
8756,1,0
8781,1,0
8810,1,0
8831,1,0
8845,1,0
8869,1,0
8870,1,0
8874,1,0
8886,1,0
8890,1,0
8892,1,0
8894,1,0
8897,1,0
8902,1,0
8915,1,0
8939,1,0
8940,1,0
8955,1,0
8974,1,0
9007,1,0
9076,1,0
9100,1,0
9120,1,0
9126,1,0
9131,1,0
9132,1,0
9158,1,0
